id,order_hour,day_of_week,restaurant_type,cuisine_type,distance_km,estimated_delivery_min,order_value_inr,num_items,is_peak_hour,weather_condition,traffic_density,delivery_partner_rating,delivery_partner_orders,restaurant_rating,restaurant_avg_prep_min,is_promo_order,area_type,is_late
651,17,saturday,cloud_kitchen,other,5.4,86,415.0,10,false,clear,low,3.1,1420.0,5.0,24.0,true,residential,on_time
652,19,thursday,fast_food,indian,2.6,74,1846.0,2,false,clear,heavy,4.4,,4.4,19.1,false,college_area,on_time
653,7,saturday,cafe,south_indian,3.9,43,2423.0,5,false,clear,gridlock,3.4,1331.0,4.6,40.3,false,market,on_time
654,8,tuesday,casual_dining,chinese,13.6,18,1871.0,12,false,clear,low,4.5,2558.0,3.9,25.9,false,commercial,on_time
655,6,sunday,fine_dining,indian,1.0,86,621.0,6,false,clear,moderate,4.2,424.0,3.9,29.7,false,residential,late
656,0,wednesday,fast_food,italian,3.7,46,1684.0,3,false,heavy_rain,moderate,3.1,150.0,3.1,32.7,true,residential,on_time
657,2,thursday,cafe,indian,5.0,39,2521.0,6,true,hot,moderate,3.7,3464.0,4.3,28.7,false,commercial,late
658,12,monday,fast_food,pizza_burger,9.4,50,977.0,15,false,clear,gridlock,2.6,1514.0,3.7,,true,commercial,late
659,16,monday,cloud_kitchen,biryani,8.2,54,2515.0,5,true,heavy_rain,moderate,4.1,2716.0,4.1,23.7,true,market,late
660,23,friday,fast_food,indian,3.7,56,2375.0,4,true,light_rain,heavy,3.3,2994.0,3.7,21.9,false,residential,on_time
661,0,wednesday,fast_food,indian,2.9,16,162.0,10,false,humid,moderate,3.1,139.0,3.9,15.5,true,commercial,late
662,5,sunday,casual_dining,dessert,3.9,23,794.0,9,false,clear,moderate,3.6,3726.0,3.6,19.4,true,market,on_time
663,20,monday,fine_dining,indian,7.8,57,1674.0,11,true,heavy_rain,low,3.5,1871.0,3.8,14.7,true,market,on_time
664,5,thursday,fast_food,biryani,4.4,15,2181.0,14,false,humid,moderate,4.0,2062.0,4.3,28.8,false,residential,on_time
665,11,wednesday,fast_food,italian,14.2,43,2653.0,8,true,clear,moderate,5.0,1996.0,2.9,12.9,false,residential,on_time
666,12,monday,cloud_kitchen,biryani,7.2,89,1959.0,12,false,hot,low,4.7,2819.0,2.8,22.7,false,commercial,on_time
667,12,tuesday,casual_dining,chinese,1.4,55,1202.0,7,true,humid,heavy,3.0,1914.0,4.0,27.6,false,highway,on_time
668,14,thursday,fine_dining,indian,11.1,68,635.0,11,false,clear,moderate,4.9,4281.0,4.6,23.5,false,market,late
669,20,friday,fast_food,chinese,,79,2304.0,15,false,humid,low,3.8,743.0,4.7,13.0,false,commercial,late
670,15,thursday,cafe,indian,,17,699.0,1,false,hot,low,2.0,4182.0,3.0,29.0,false,highway,on_time
671,21,friday,fast_food,south_indian,4.6,33,2116.0,9,false,clear,low,3.6,4234.0,3.5,21.1,false,residential,on_time
672,20,friday,fast_food,pizza_burger,8.8,76,625.0,9,false,clear,moderate,2.7,3538.0,2.8,5.0,false,market,late
673,10,monday,cafe,chinese,11.7,13,363.0,6,false,fog,moderate,3.5,77.0,3.4,12.2,false,market,late
674,4,thursday,cafe,indian,14.0,10,827.0,7,false,humid,gridlock,5.0,1992.0,4.4,36.0,true,highway,on_time
675,3,sunday,cloud_kitchen,south_indian,4.3,43,926.0,13,false,clear,gridlock,2.9,3706.0,3.7,36.8,true,highway,late
676,2,friday,casual_dining,biryani,5.4,18,1977.0,3,false,hot,heavy,2.9,3023.0,3.5,27.3,false,residential,on_time
677,18,saturday,casual_dining,other,7.2,72,566.0,5,true,clear,moderate,3.7,4872.0,4.0,,false,college_area,on_time
678,19,wednesday,casual_dining,biryani,13.9,85,2798.0,7,true,hot,moderate,3.2,1017.0,3.2,14.2,false,residential,late
679,17,saturday,fine_dining,south_indian,13.6,19,1707.0,1,false,hot,gridlock,3.6,97.0,4.7,19.4,false,highway,late
680,14,saturday,fast_food,biryani,1.8,19,1523.0,12,true,heavy_rain,heavy,3.9,995.0,,34.4,false,market,on_time
681,8,friday,fast_food,other,2.4,59,1360.0,1,false,fog,moderate,2.8,1555.0,3.5,26.3,false,residential,on_time
682,16,sunday,casual_dining,dessert,7.7,53,1743.0,5,false,humid,moderate,4.0,1033.0,4.1,22.6,true,college_area,late
683,13,tuesday,cafe,italian,,57,164.0,9,false,light_rain,moderate,3.3,83.0,4.3,20.1,false,commercial,on_time
684,14,monday,fast_food,chinese,5.5,15,2971.0,7,true,hot,heavy,4.6,1536.0,4.7,33.7,false,residential,on_time
685,0,saturday,fine_dining,chinese,2.7,33,1716.0,1,false,clear,gridlock,3.2,4526.0,3.6,33.2,false,college_area,on_time
686,20,saturday,fast_food,south_indian,9.7,67,201.0,13,false,hot,low,3.3,513.0,4.4,28.5,false,market,on_time
687,21,tuesday,cloud_kitchen,pizza_burger,14.3,73,1811.0,13,false,hot,low,3.1,1923.0,3.8,22.7,true,residential,late
688,21,wednesday,fast_food,south_indian,15.0,65,1367.0,15,true,light_rain,moderate,3.5,1698.0,3.3,18.4,false,commercial,on_time
689,2,monday,cafe,indian,5.9,21,169.0,12,false,hot,moderate,2.8,3486.0,3.2,28.9,true,college_area,late
690,15,wednesday,fine_dining,pizza_burger,9.2,44,2781.0,5,false,heavy_rain,heavy,4.2,2561.0,3.0,11.0,false,highway,on_time
691,22,saturday,fast_food,dessert,,80,130.0,15,false,humid,heavy,3.4,1915.0,,13.1,false,market,on_time
692,10,friday,fine_dining,chinese,2.2,15,1775.0,8,true,clear,moderate,4.4,4754.0,4.4,7.5,false,residential,on_time
693,11,wednesday,casual_dining,pizza_burger,10.5,74,2889.0,8,false,clear,heavy,3.8,3977.0,4.1,34.4,false,commercial,late
694,9,thursday,fine_dining,south_indian,6.4,89,788.0,12,false,hot,moderate,5.0,647.0,3.0,14.8,false,college_area,on_time
695,15,monday,cafe,healthy,3.5,69,836.0,2,true,hot,heavy,3.6,798.0,2.7,26.0,false,highway,on_time
696,7,wednesday,casual_dining,dessert,6.3,77,100.0,7,true,light_rain,heavy,,77.0,3.0,20.7,true,market,on_time
697,5,saturday,fast_food,biryani,1.6,38,291.0,10,true,humid,moderate,4.2,2684.0,3.2,,false,market,on_time
698,11,sunday,casual_dining,pizza_burger,10.6,47,229.0,5,true,fog,heavy,2.3,742.0,3.5,26.4,false,college_area,late
699,23,sunday,fast_food,healthy,4.2,31,2486.0,9,false,humid,moderate,3.5,1226.0,4.4,5.0,false,college_area,on_time
700,20,monday,fast_food,south_indian,5.0,17,2526.0,3,false,heavy_rain,moderate,3.7,4203.0,3.4,33.8,true,commercial,on_time
701,7,sunday,fast_food,chinese,2.3,72,2207.0,1,true,clear,moderate,4.3,965.0,4.7,18.1,false,college_area,late
702,3,saturday,casual_dining,pizza_burger,13.0,22,1122.0,13,false,light_rain,moderate,4.5,4782.0,2.7,20.0,false,market,on_time
703,7,saturday,cloud_kitchen,chinese,,36,2481.0,4,false,humid,heavy,4.6,312.0,3.5,15.3,false,residential,on_time
704,17,thursday,fast_food,italian,8.8,27,1665.0,7,true,light_rain,moderate,3.6,2647.0,4.2,24.0,false,residential,on_time
705,4,thursday,fast_food,healthy,8.8,27,982.0,1,false,humid,heavy,3.3,2732.0,4.2,23.8,true,college_area,late
706,8,wednesday,cafe,pizza_burger,,86,1368.0,2,true,hot,gridlock,3.8,633.0,3.5,15.5,false,highway,late
707,3,monday,fast_food,south_indian,3.3,71,290.0,14,false,light_rain,moderate,3.6,4764.0,4.3,16.9,false,highway,on_time
708,21,tuesday,fast_food,chinese,11.3,23,2840.0,5,true,heavy_rain,low,,4695.0,4.2,23.0,false,college_area,late
709,16,wednesday,fast_food,italian,2.3,20,1895.0,9,false,fog,low,3.9,3682.0,3.3,5.0,true,residential,late
710,8,friday,fine_dining,chinese,2.0,26,2220.0,14,true,fog,low,3.2,415.0,3.9,7.6,true,residential,on_time
711,0,saturday,cloud_kitchen,indian,10.8,60,2062.0,1,false,clear,low,3.6,3207.0,4.1,38.7,false,residential,late
712,20,thursday,casual_dining,pizza_burger,3.5,23,2036.0,12,false,humid,heavy,3.6,1543.0,3.3,25.3,false,highway,on_time
713,19,monday,cafe,chinese,4.9,66,149.0,4,true,heavy_rain,moderate,5.0,772.0,4.7,16.8,false,market,late
714,12,sunday,casual_dining,south_indian,7.4,15,1623.0,12,false,humid,heavy,4.4,4480.0,3.2,5.0,false,highway,on_time
715,15,sunday,cafe,italian,7.0,66,,14,true,fog,low,4.2,2588.0,3.8,21.4,false,highway,on_time
716,12,saturday,cafe,other,10.8,13,228.0,3,false,light_rain,moderate,4.5,487.0,3.0,31.9,false,market,on_time
717,13,sunday,cafe,italian,9.5,20,2873.0,14,false,heavy_rain,moderate,3.6,1780.0,,48.4,true,commercial,on_time
718,2,friday,fast_food,indian,9.8,83,1329.0,5,false,hot,moderate,2.9,30.0,3.1,40.9,false,highway,late
719,5,sunday,fast_food,indian,10.9,20,940.0,5,true,clear,low,2.3,130.0,3.5,13.1,false,commercial,late
720,17,monday,casual_dining,biryani,4.7,88,,10,true,humid,heavy,4.2,4215.0,2.7,17.0,false,college_area,late
721,18,thursday,cloud_kitchen,biryani,,17,2423.0,2,false,light_rain,heavy,4.2,2375.0,,7.3,false,commercial,on_time
722,4,tuesday,cafe,south_indian,6.9,68,1476.0,5,true,humid,low,3.3,3984.0,3.9,13.6,false,commercial,on_time
723,14,tuesday,cloud_kitchen,south_indian,5.0,30,1970.0,9,false,humid,heavy,3.4,3142.0,4.4,19.9,false,highway,on_time
724,1,tuesday,fine_dining,indian,14.8,74,1549.0,5,true,hot,moderate,3.2,208.0,3.5,18.3,true,commercial,late
725,9,friday,fast_food,south_indian,12.3,33,1930.0,15,false,light_rain,moderate,3.2,4187.0,4.4,42.5,false,college_area,late
726,23,saturday,cafe,south_indian,2.9,39,499.0,11,false,heavy_rain,heavy,3.4,4216.0,,8.8,false,residential,late
727,17,friday,cafe,indian,0.6,66,211.0,10,true,hot,gridlock,4.0,982.0,3.8,21.5,false,highway,on_time
728,12,tuesday,fine_dining,indian,1.1,89,496.0,2,false,heavy_rain,heavy,4.5,,5.0,5.0,true,highway,on_time
729,4,saturday,fine_dining,indian,4.0,82,928.0,7,false,hot,low,3.8,4502.0,3.4,25.3,true,market,on_time
730,22,saturday,cafe,indian,2.2,26,834.0,15,false,hot,gridlock,4.7,2172.0,4.4,8.6,false,college_area,on_time
731,23,thursday,fast_food,biryani,8.2,68,1884.0,6,false,heavy_rain,heavy,5.0,112.0,4.0,33.0,true,college_area,late
732,0,saturday,cloud_kitchen,indian,12.9,40,1422.0,7,true,heavy_rain,moderate,4.1,4710.0,3.4,19.1,false,residential,on_time
733,21,wednesday,fast_food,chinese,11.2,73,212.0,8,true,clear,gridlock,3.8,,2.9,8.0,false,highway,on_time
734,0,wednesday,cloud_kitchen,indian,3.6,57,200.0,10,false,clear,heavy,2.2,706.0,3.1,5.0,false,highway,late
735,17,sunday,fine_dining,other,6.3,32,362.0,5,false,humid,heavy,,2780.0,4.4,12.2,true,highway,on_time
736,14,wednesday,casual_dining,healthy,7.9,79,1123.0,2,false,hot,heavy,3.8,4200.0,4.7,24.4,true,commercial,on_time
737,16,thursday,cafe,chinese,12.2,39,117.0,7,true,clear,moderate,3.9,2601.0,3.8,26.2,false,highway,on_time
738,10,sunday,casual_dining,italian,12.7,64,1532.0,7,false,humid,heavy,,2616.0,3.8,17.0,false,residential,late
739,20,saturday,casual_dining,chinese,13.7,16,1145.0,8,false,clear,low,3.5,4858.0,4.2,,false,college_area,on_time
740,21,monday,casual_dining,south_indian,7.9,84,1710.0,7,true,light_rain,gridlock,3.1,2975.0,3.7,10.6,false,highway,on_time
741,16,tuesday,cloud_kitchen,indian,10.6,21,2190.0,10,false,clear,heavy,4.4,848.0,4.4,5.0,false,residential,on_time
742,12,monday,fine_dining,pizza_burger,2.1,69,827.0,7,false,humid,heavy,1.9,2944.0,3.9,24.8,true,market,late
743,0,saturday,fine_dining,biryani,8.7,61,555.0,14,false,humid,moderate,4.1,3221.0,3.8,34.9,false,commercial,on_time
744,1,thursday,fast_food,healthy,4.1,36,906.0,13,false,fog,heavy,,169.0,3.3,35.0,false,college_area,late
745,8,tuesday,cloud_kitchen,indian,6.8,21,104.0,9,false,light_rain,moderate,4.7,985.0,3.1,9.0,false,college_area,on_time
746,2,sunday,cloud_kitchen,dessert,9.7,22,447.0,8,true,heavy_rain,heavy,3.6,1108.0,1.8,16.6,false,residential,late
747,0,friday,fast_food,dessert,4.2,81,2277.0,15,false,hot,heavy,4.2,2568.0,4.4,29.2,true,market,on_time
748,20,wednesday,fast_food,indian,1.3,89,745.0,2,true,clear,low,3.9,107.0,3.6,15.7,false,college_area,late
749,15,friday,fast_food,italian,0.6,71,2983.0,2,false,light_rain,moderate,4.6,4981.0,3.5,23.1,true,residential,on_time
750,22,saturday,fine_dining,indian,0.8,38,586.0,7,false,hot,moderate,5.0,2706.0,2.5,14.8,false,commercial,on_time
751,5,monday,cafe,chinese,0.6,44,2387.0,10,false,light_rain,moderate,4.6,2079.0,3.3,11.1,true,college_area,on_time
752,16,wednesday,cloud_kitchen,chinese,2.1,69,2144.0,15,true,clear,moderate,4.2,3619.0,3.2,13.0,false,college_area,late
753,4,saturday,fast_food,biryani,4.0,38,1034.0,11,false,heavy_rain,moderate,3.6,4343.0,3.2,31.6,false,residential,late
754,4,thursday,cloud_kitchen,south_indian,3.7,40,1058.0,13,true,hot,moderate,4.1,2974.0,3.9,22.1,false,residential,on_time
755,5,friday,fast_food,other,14.8,86,1734.0,15,true,humid,heavy,4.5,,3.8,34.7,true,commercial,late
756,2,thursday,casual_dining,indian,4.9,85,,10,false,clear,gridlock,3.5,2003.0,2.9,27.2,false,highway,on_time
757,20,monday,cafe,other,2.3,70,1219.0,3,false,heavy_rain,heavy,3.8,498.0,2.9,38.1,false,college_area,late
758,22,tuesday,fast_food,chinese,8.4,11,276.0,1,false,light_rain,low,3.3,4950.0,2.9,30.2,false,highway,late
759,4,thursday,cloud_kitchen,dessert,12.9,42,1185.0,9,false,clear,heavy,4.4,4400.0,4.8,29.6,false,residential,late
760,20,tuesday,fast_food,italian,10.3,81,700.0,14,false,fog,moderate,4.2,1422.0,4.6,20.8,false,commercial,on_time
761,4,monday,cafe,indian,4.8,71,2824.0,15,true,clear,heavy,2.9,3475.0,3.2,52.1,false,highway,late
762,9,sunday,casual_dining,healthy,8.6,68,2122.0,14,false,clear,moderate,4.0,4412.0,2.5,23.1,false,commercial,on_time
763,9,sunday,cafe,chinese,,49,246.0,14,false,hot,low,3.7,4374.0,3.8,5.0,false,college_area,on_time
764,18,saturday,fast_food,pizza_burger,11.1,58,949.0,3,false,light_rain,heavy,3.9,542.0,3.7,24.7,true,college_area,late
765,16,sunday,fast_food,biryani,10.2,41,245.0,1,false,humid,moderate,3.3,789.0,3.9,12.2,false,market,on_time
766,20,wednesday,fine_dining,south_indian,13.1,47,2507.0,6,true,light_rain,gridlock,4.7,356.0,4.1,,false,residential,late
767,13,sunday,fast_food,south_indian,13.1,88,2728.0,4,false,light_rain,heavy,3.3,3975.0,4.0,29.3,true,commercial,on_time
768,8,tuesday,cloud_kitchen,pizza_burger,8.9,22,425.0,14,false,clear,moderate,5.0,1227.0,3.0,20.1,false,residential,late
769,13,sunday,fine_dining,indian,6.7,63,1376.0,1,true,clear,heavy,3.9,250.0,3.9,13.1,false,residential,on_time
770,0,sunday,fast_food,pizza_burger,9.8,85,2802.0,4,false,humid,moderate,3.6,4199.0,4.2,23.5,false,market,on_time
771,18,saturday,fast_food,healthy,12.4,22,520.0,8,false,hot,low,4.1,3396.0,3.3,15.6,true,market,on_time
772,12,sunday,cafe,indian,0.6,48,946.0,11,false,clear,moderate,4.0,3970.0,3.9,29.9,true,commercial,late
773,12,friday,fine_dining,indian,14.9,32,982.0,7,false,hot,moderate,5.0,532.0,3.4,27.6,false,residential,on_time
774,3,wednesday,fine_dining,pizza_burger,3.2,23,186.0,15,false,humid,low,4.1,559.0,4.9,51.4,false,residential,late
775,0,thursday,casual_dining,south_indian,7.3,26,204.0,12,true,clear,moderate,2.5,1620.0,2.9,17.5,false,commercial,on_time
776,16,friday,cloud_kitchen,south_indian,13.1,33,2863.0,1,true,clear,moderate,3.4,1292.0,4.4,19.0,false,market,on_time
777,7,monday,fast_food,indian,3.8,67,1756.0,10,false,clear,low,4.4,3125.0,2.7,20.5,false,commercial,on_time
778,1,friday,fine_dining,south_indian,7.4,72,989.0,12,true,humid,heavy,3.7,4881.0,4.8,20.9,false,highway,on_time
779,7,sunday,fine_dining,indian,2.4,43,1198.0,9,true,clear,low,3.4,4114.0,3.0,32.3,false,college_area,late
780,6,tuesday,fast_food,south_indian,6.2,60,2173.0,6,false,clear,moderate,3.3,1128.0,3.8,19.2,false,highway,on_time
781,1,saturday,fast_food,pizza_burger,3.1,19,1162.0,2,false,heavy_rain,moderate,3.2,4248.0,2.7,41.7,false,commercial,on_time
782,21,sunday,fast_food,chinese,5.8,81,760.0,3,false,fog,low,4.0,3912.0,2.9,27.8,true,market,late
783,21,sunday,fast_food,south_indian,5.9,30,394.0,7,true,hot,gridlock,3.3,4969.0,4.2,17.1,false,residential,on_time
784,2,sunday,cloud_kitchen,other,14.9,46,,3,false,light_rain,heavy,4.7,1108.0,4.3,14.6,false,commercial,late
785,17,friday,casual_dining,pizza_burger,14.9,16,623.0,13,false,heavy_rain,heavy,3.2,4645.0,3.8,32.4,false,market,late
786,11,sunday,fast_food,dessert,2.2,22,,3,false,humid,moderate,2.9,1688.0,4.1,22.3,false,market,on_time
787,0,saturday,casual_dining,south_indian,11.0,89,1338.0,5,false,clear,heavy,,4472.0,4.3,22.1,false,residential,late
788,21,tuesday,fine_dining,pizza_burger,1.3,39,214.0,3,true,clear,gridlock,2.4,4304.0,3.3,16.0,false,residential,on_time
789,11,thursday,cafe,indian,,40,2898.0,3,false,hot,moderate,2.1,4556.0,2.9,21.4,false,commercial,on_time
790,4,saturday,casual_dining,indian,2.0,14,1919.0,11,false,hot,moderate,4.2,3476.0,3.7,15.6,false,highway,late
791,16,wednesday,fast_food,chinese,14.5,41,542.0,5,false,light_rain,moderate,3.8,2578.0,3.4,35.6,false,residential,late
792,15,saturday,fine_dining,south_indian,14.1,25,599.0,14,false,clear,gridlock,2.3,,3.9,29.2,false,residential,late
793,14,saturday,cloud_kitchen,dessert,3.3,82,1752.0,5,true,hot,moderate,,4218.0,4.0,20.3,true,highway,late
794,22,tuesday,fast_food,italian,2.8,31,1133.0,12,false,fog,heavy,3.6,2030.0,,20.1,false,commercial,late
795,14,friday,fast_food,pizza_burger,4.0,73,2345.0,9,true,humid,low,2.7,1144.0,4.1,22.9,false,residential,late
796,4,saturday,fast_food,pizza_burger,8.0,53,1682.0,1,true,hot,gridlock,4.3,4347.0,4.1,21.9,false,college_area,late
797,20,friday,fast_food,biryani,8.8,49,1356.0,14,false,clear,heavy,4.9,4992.0,4.1,12.4,true,market,on_time
798,13,monday,cafe,italian,3.7,46,2893.0,1,false,hot,gridlock,5.0,3744.0,3.5,5.0,true,residential,late
799,1,monday,fine_dining,biryani,11.5,87,1233.0,11,true,clear,gridlock,4.0,3591.0,4.2,14.0,false,college_area,on_time
800,10,wednesday,casual_dining,italian,5.0,25,1261.0,14,false,humid,heavy,,3799.0,4.0,20.7,false,commercial,late
801,18,sunday,cloud_kitchen,indian,13.9,52,2030.0,9,false,hot,heavy,5.0,1748.0,4.1,14.6,false,residential,on_time
802,6,tuesday,casual_dining,other,10.0,72,2447.0,5,false,heavy_rain,heavy,4.0,4820.0,4.7,30.2,true,residential,on_time
803,5,saturday,cloud_kitchen,indian,6.8,24,1916.0,4,true,fog,moderate,3.6,218.0,3.9,19.7,false,residential,on_time
804,1,tuesday,cloud_kitchen,indian,12.0,53,2126.0,2,false,clear,moderate,3.3,2811.0,3.3,40.7,false,market,late
805,5,wednesday,fast_food,healthy,12.4,18,1181.0,12,true,clear,low,4.2,3416.0,3.0,16.4,false,residential,late
806,17,sunday,casual_dining,chinese,4.7,74,1490.0,9,false,clear,moderate,2.7,1717.0,4.4,23.4,false,college_area,on_time
807,1,saturday,cafe,pizza_burger,5.4,53,671.0,6,false,hot,gridlock,4.6,,3.9,19.1,false,residential,late
808,17,monday,fast_food,italian,14.1,29,2072.0,15,false,light_rain,moderate,2.8,290.0,4.7,,true,college_area,late
809,14,thursday,casual_dining,italian,2.9,79,741.0,9,true,clear,heavy,3.2,4698.0,2.5,32.7,true,commercial,on_time
810,18,monday,casual_dining,chinese,1.1,83,103.0,5,false,hot,low,4.0,3269.0,4.2,,false,highway,on_time
811,1,friday,fine_dining,italian,7.1,42,2808.0,4,true,clear,moderate,5.0,2744.0,3.5,5.0,false,commercial,on_time
812,19,saturday,casual_dining,south_indian,12.1,89,987.0,7,false,hot,low,3.6,610.0,3.5,27.0,true,residential,late
813,5,monday,cloud_kitchen,pizza_burger,11.7,15,669.0,5,false,light_rain,moderate,3.1,2354.0,3.2,11.9,true,college_area,late
814,0,wednesday,casual_dining,south_indian,13.8,40,877.0,8,false,light_rain,low,4.5,536.0,4.2,18.9,false,residential,on_time
815,23,thursday,cloud_kitchen,other,8.2,75,1058.0,8,true,clear,heavy,3.5,3292.0,4.1,28.9,true,residential,late
816,14,sunday,cafe,indian,2.0,27,1476.0,13,true,humid,heavy,2.6,3758.0,,10.8,false,residential,late
817,22,sunday,cloud_kitchen,south_indian,9.0,37,300.0,2,false,clear,heavy,4.2,757.0,3.8,33.6,false,college_area,on_time
818,9,monday,casual_dining,biryani,11.8,77,252.0,13,false,clear,heavy,3.6,3850.0,4.1,18.5,false,highway,on_time
819,18,saturday,cafe,other,1.9,74,949.0,15,false,fog,gridlock,3.6,354.0,3.8,43.7,false,highway,late
820,16,thursday,cafe,indian,3.0,89,957.0,5,true,humid,heavy,4.3,4831.0,,22.7,false,commercial,on_time
821,4,thursday,casual_dining,biryani,0.7,54,440.0,10,true,clear,low,4.4,3892.0,3.5,39.1,false,college_area,on_time
822,3,saturday,fast_food,healthy,9.1,67,1273.0,8,false,hot,moderate,3.3,4331.0,2.3,34.0,true,market,on_time
823,9,sunday,fast_food,chinese,13.4,56,923.0,3,false,hot,low,3.9,306.0,3.8,15.9,false,college_area,late
824,23,sunday,fast_food,healthy,10.2,75,175.0,7,true,heavy_rain,moderate,2.7,2996.0,3.8,9.0,false,college_area,late
825,16,friday,cloud_kitchen,indian,14.7,61,2668.0,3,false,light_rain,moderate,3.6,3709.0,3.9,23.1,false,residential,late
826,9,wednesday,fast_food,pizza_burger,1.4,45,2669.0,15,false,clear,gridlock,3.2,2215.0,4.4,16.2,false,residential,on_time
827,16,saturday,fast_food,other,13.6,10,706.0,6,false,light_rain,moderate,3.7,4149.0,2.5,37.8,true,residential,on_time
828,19,wednesday,cloud_kitchen,pizza_burger,12.3,48,571.0,2,true,fog,heavy,3.5,1210.0,3.6,19.5,false,college_area,on_time
829,23,friday,casual_dining,south_indian,5.1,84,1687.0,6,false,clear,moderate,3.7,276.0,3.1,19.0,false,college_area,on_time
830,4,wednesday,casual_dining,indian,14.6,10,1929.0,6,false,heavy_rain,low,2.6,147.0,3.0,8.0,false,highway,late
831,1,saturday,fast_food,other,4.7,84,2877.0,8,false,clear,heavy,2.9,3549.0,3.7,26.2,false,residential,on_time
832,5,wednesday,fine_dining,south_indian,,83,1194.0,5,false,light_rain,moderate,3.6,4726.0,4.1,10.3,false,residential,on_time
833,20,tuesday,cloud_kitchen,indian,13.3,23,1892.0,14,false,heavy_rain,gridlock,4.8,1954.0,3.9,26.4,false,residential,on_time
834,1,sunday,cloud_kitchen,pizza_burger,11.5,87,2647.0,1,false,humid,low,4.3,852.0,3.3,27.8,false,college_area,on_time
835,12,monday,casual_dining,south_indian,8.7,80,1404.0,15,false,heavy_rain,gridlock,,4524.0,3.6,14.5,false,commercial,on_time
836,10,friday,cloud_kitchen,indian,2.2,32,454.0,8,false,clear,heavy,3.4,488.0,4.3,31.6,false,residential,late
837,10,tuesday,fast_food,chinese,8.2,52,1194.0,12,false,clear,heavy,3.1,1554.0,4.1,19.3,false,commercial,on_time
838,15,monday,fast_food,indian,5.7,31,495.0,9,false,fog,gridlock,4.2,1762.0,3.4,7.3,false,commercial,late
839,10,monday,fast_food,biryani,12.0,69,147.0,1,true,heavy_rain,moderate,,3184.0,3.3,37.5,false,market,on_time
840,18,tuesday,cafe,pizza_burger,11.5,36,2279.0,5,true,fog,low,4.9,584.0,2.7,12.8,false,residential,on_time
841,14,sunday,casual_dining,south_indian,13.7,65,791.0,12,false,light_rain,low,3.8,4712.0,3.4,27.1,false,residential,on_time
842,22,wednesday,casual_dining,dessert,0.7,11,105.0,6,false,hot,moderate,5.0,4311.0,2.7,26.3,false,highway,on_time
843,22,sunday,fast_food,healthy,12.2,48,2630.0,4,false,humid,moderate,5.0,4606.0,4.9,25.9,false,market,on_time
844,15,friday,casual_dining,biryani,14.1,60,1386.0,14,true,clear,gridlock,4.1,511.0,3.2,,false,highway,late
845,10,thursday,cloud_kitchen,indian,11.9,28,792.0,11,false,hot,low,4.1,4122.0,4.4,12.3,false,highway,on_time
846,21,friday,casual_dining,pizza_burger,2.4,71,861.0,2,true,clear,gridlock,3.3,3814.0,,38.9,false,commercial,late
847,15,friday,cloud_kitchen,south_indian,1.7,80,797.0,5,false,light_rain,gridlock,4.7,2241.0,3.8,31.6,false,residential,late
848,7,saturday,fast_food,biryani,0.8,85,,14,true,light_rain,heavy,3.5,2151.0,3.6,26.8,true,market,on_time
849,3,wednesday,cloud_kitchen,pizza_burger,9.6,76,2539.0,14,false,hot,gridlock,2.6,3203.0,2.9,8.7,false,commercial,on_time
850,7,wednesday,cafe,italian,9.6,72,593.0,4,false,light_rain,heavy,4.6,343.0,3.4,12.2,false,commercial,on_time
851,3,sunday,fast_food,healthy,14.8,14,1729.0,13,false,hot,moderate,,1424.0,4.7,28.6,false,commercial,on_time
852,23,sunday,fast_food,indian,6.3,81,323.0,7,true,clear,heavy,3.4,3868.0,3.9,5.0,false,commercial,on_time
853,2,sunday,cafe,pizza_burger,5.3,87,2854.0,6,true,clear,heavy,,4396.0,3.7,25.4,false,commercial,late
854,2,thursday,cloud_kitchen,indian,9.6,70,1849.0,3,false,clear,low,3.8,146.0,4.5,8.7,true,residential,on_time
855,17,saturday,casual_dining,other,12.5,80,2719.0,9,false,hot,low,4.8,2818.0,4.1,13.3,true,college_area,on_time
856,18,thursday,fast_food,indian,14.1,16,1253.0,14,true,clear,moderate,3.1,4558.0,3.6,7.9,true,highway,late
857,18,friday,cloud_kitchen,indian,12.1,59,2451.0,4,false,light_rain,low,4.8,916.0,3.8,24.5,true,highway,late
858,20,tuesday,cafe,italian,6.7,55,2575.0,15,false,clear,gridlock,4.7,4920.0,3.2,33.2,true,commercial,late
859,4,friday,casual_dining,italian,9.7,81,2138.0,11,false,clear,moderate,3.4,1912.0,3.4,25.5,false,residential,on_time
860,17,tuesday,casual_dining,chinese,12.9,85,369.0,5,true,clear,moderate,4.1,,3.6,,false,college_area,late
861,9,wednesday,fast_food,biryani,7.6,83,146.0,14,true,clear,low,4.2,1340.0,,23.7,false,college_area,on_time
862,21,sunday,cafe,south_indian,3.6,23,588.0,3,false,light_rain,moderate,5.0,2247.0,3.0,28.8,false,college_area,on_time
863,20,tuesday,casual_dining,indian,3.0,82,442.0,8,false,heavy_rain,moderate,3.3,3918.0,,26.7,false,residential,on_time
864,5,monday,fine_dining,chinese,0.5,78,2203.0,11,false,clear,low,2.5,2952.0,3.5,5.0,false,college_area,on_time
865,0,monday,casual_dining,dessert,10.9,74,1715.0,7,false,fog,gridlock,2.4,498.0,3.2,31.1,false,residential,late
