id,user_age_group,gender,subscription_plan,monthly_price_inr,subscription_duration_days,payment_method,num_payment_failures_90d,days_since_last_login,avg_session_duration_min,sessions_per_week,session_trend_30d,features_used_pct,num_support_tickets_90d,avg_ticket_resolution_hrs,unresolved_tickets,app_crash_count_30d,rating_given,num_referrals_made,competitor_app_installed,price_increase_experienced,used_discount_code,device_type,os_version_age_months,internet_speed_category,onboarding_completed,content_category_preference,days_since_last_feature_use,notification_opt_in,churn_reason
377,teen,female,student,139.0,1250,net_banking,0,222,10.8,4.0,stable,63.8,4,4.9,5,0,0.0,0,true,true,false,desktop,33.0,fast_4g,true,entertainment,114.0,true,found_alternative
378,senior,male,standard,229.0,557,debit_card,1,355,99.4,0.9,declining,16.9,1,26.7,0,8,4.7,1,false,true,true,ipad,52.0,fast_4g,true,fitness,134.0,false,found_alternative
379,adult,male,student,78.0,14,net_banking,1,264,9.8,6.8,declining,0.0,1,100.2,3,31,2.7,2,true,false,false,desktop,35.0,fast_4g,true,entertainment,138.0,true,bad_experience
380,middle_aged,female,free_trial,0.0,159,debit_card,1,83,0.0,6.7,declining,34.2,0,0.0,0,36,,6,true,false,false,mid_android,16.0,moderate_3g,true,productivity,158.0,true,found_alternative
381,young_adult,male,standard,290.0,1106,credit_card,1,265,10.7,8.2,stable,35.3,0,0.0,0,0,0.0,0,false,true,true,flagship_android,1.0,fast_4g,false,entertainment,187.0,false,lost_interest
382,middle_aged,male,premium,671.0,393,wallet,1,218,2.6,1.8,inactive,46.5,2,8.7,0,45,1.8,2,false,false,false,iphone,42.0,slow_2g,true,productivity,76.0,true,bad_experience
383,middle_aged,male,standard,211.0,1280,wallet,1,317,42.9,8.9,stable,2.4,0,0.0,0,37,2.8,5,true,true,true,mid_android,2.0,fast_4g,true,education,68.0,false,price_sensitive
384,young_adult,male,standard,498.0,152,debit_card,3,76,104.9,1.3,inactive,23.2,1,87.1,10,43,4.6,6,false,false,true,mid_android,37.0,fast_4g,true,entertainment,34.0,true,price_sensitive
385,middle_aged,female,free_trial,0.0,4,upi,0,224,7.8,0.0,stable,72.5,4,7.9,4,0,,9,true,false,true,iphone,,fast_4g,false,education,164.0,false,found_alternative
386,teen,non_binary,standard,360.0,1168,upi,2,128,4.4,1.0,declining,0.0,0,0.0,0,3,2.2,2,false,true,false,budget_android,8.0,fast_4g,true,entertainment,48.0,true,bad_experience
387,adult,female,basic,160.0,512,upi,0,225,14.4,2.1,inactive,69.9,7,100.2,1,46,4.6,10,false,true,true,mid_android,3.0,broadband,true,entertainment,283.0,true,price_sensitive
388,senior,male,student,102.0,1190,wallet,0,284,15.0,9.4,stable,34.0,1,11.5,2,19,4.4,5,false,true,true,flagship_android,2.0,moderate_3g,true,news,260.0,true,price_sensitive
389,adult,male,student,58.0,312,upi,0,181,0.5,,stable,34.4,0,0.0,0,2,0.0,2,false,true,false,desktop,30.0,broadband,true,education,57.0,true,found_alternative
390,young_adult,female,premium,529.0,279,upi,8,156,20.5,3.7,declining,64.6,1,113.4,0,0,2.0,7,false,true,true,budget_android,24.0,broadband,true,productivity,169.0,false,price_sensitive
391,middle_aged,female,standard,251.0,213,credit_card,0,165,36.1,1.9,stable,38.5,0,0.0,0,31,4.0,1,true,false,false,mid_android,26.0,fast_4g,true,news,105.0,false,lost_interest
392,adult,undisclosed,student,114.0,526,wallet,0,76,2.3,9.6,inactive,65.7,2,108.6,0,0,3.4,8,false,false,true,iphone,58.0,moderate_3g,false,mixed,258.0,true,lost_interest
393,teen,undisclosed,student,83.0,1519,upi,4,66,16.4,3.6,inactive,29.8,5,17.0,0,20,1.9,0,true,false,true,ipad,32.0,ultra_5g,true,fitness,106.0,false,lost_interest
394,middle_aged,male,basic,117.0,1533,net_banking,6,303,4.7,11.6,inactive,42.8,3,28.1,0,30,1.8,1,true,true,true,ipad,25.0,ultra_5g,true,entertainment,34.0,false,found_alternative
395,adult,female,student,142.0,919,upi,1,89,8.4,1.8,declining,23.5,1,29.3,3,36,3.8,3,false,false,false,budget_android,53.0,ultra_5g,false,productivity,58.0,true,bad_experience
396,young_adult,male,premium,653.0,263,upi,7,65,0.2,,declining,55.1,4,51.6,0,23,3.9,1,false,false,false,desktop,5.0,fast_4g,true,entertainment,232.0,true,lost_interest
397,senior,male,basic,145.0,629,credit_card,7,97,0.4,9.1,declining,12.4,0,0.0,0,47,0.0,9,true,false,false,budget_android,45.0,fast_4g,false,entertainment,278.0,true,found_alternative
398,adult,female,free_trial,0.0,1816,credit_card,0,287,52.4,9.0,declining,1.1,0,0.0,0,5,4.2,4,false,false,false,mid_android,50.0,fast_4g,true,mixed,70.0,true,found_alternative
399,teen,female,student,102.0,568,wallet,0,84,72.3,3.6,declining,46.3,0,0.0,0,0,0.0,4,true,false,false,iphone,23.0,fast_4g,false,entertainment,25.0,true,found_alternative
400,young_adult,male,premium,754.0,986,upi,7,306,13.1,0.0,declining,28.0,8,25.8,0,7,1.2,4,false,false,false,ipad,8.0,moderate_3g,false,entertainment,185.0,true,price_sensitive
401,adult,female,basic,177.0,1229,upi,0,144,14.5,0.9,inactive,56.8,7,84.8,0,23,4.9,7,false,true,false,budget_android,7.0,fast_4g,true,mixed,50.0,true,price_sensitive
402,middle_aged,male,student,69.0,1015,credit_card,0,259,,16.1,declining,55.6,7,2.9,0,11,0.0,2,false,true,false,iphone,24.0,fast_4g,true,social,317.0,true,found_alternative
403,middle_aged,male,basic,196.0,1644,net_banking,0,291,1.1,,declining,57.7,1,21.1,9,25,4.4,2,false,false,false,multi_device,23.0,fast_4g,false,productivity,263.0,false,bad_experience
404,adult,male,premium,853.0,1459,debit_card,0,58,51.9,1.5,declining,61.6,0,0.0,0,4,2.3,0,true,true,false,mid_android,,fast_4g,false,entertainment,256.0,true,found_alternative
405,young_adult,female,standard,432.0,855,upi,0,344,6.7,3.3,declining,15.0,2,54.6,3,4,4.9,0,false,false,true,multi_device,22.0,fast_4g,false,fitness,151.0,true,price_sensitive
406,young_adult,female,student,132.0,1635,debit_card,1,146,21.2,0.8,increasing,72.1,1,26.3,7,0,,9,true,true,false,iphone,36.0,fast_4g,true,mixed,112.0,true,found_alternative
407,middle_aged,male,free_trial,0.0,1685,wallet,1,337,23.2,8.1,inactive,27.4,1,73.9,2,48,4.4,12,true,false,false,mid_android,5.0,moderate_3g,true,news,216.0,false,bad_experience
408,adult,undisclosed,standard,305.0,1586,upi,10,169,8.1,3.5,declining,35.1,1,44.3,5,0,1.5,2,false,false,false,desktop,19.0,fast_4g,true,fitness,119.0,true,price_sensitive
409,adult,male,student,92.0,1623,debit_card,14,15,1.1,20.3,inactive,54.0,2,17.7,0,45,0.0,0,true,false,true,mid_android,49.0,moderate_3g,true,entertainment,25.0,true,found_alternative
410,middle_aged,female,basic,185.0,1559,credit_card,3,276,20.6,9.1,increasing,13.4,7,84.4,0,34,4.8,2,false,true,true,multi_device,22.0,fast_4g,true,entertainment,28.0,true,price_sensitive
411,middle_aged,male,basic,106.0,649,debit_card,0,130,55.3,0.2,inactive,51.3,3,106.5,9,0,4.9,15,false,false,true,ipad,50.0,fast_4g,true,productivity,38.0,true,found_alternative
412,adult,male,free_trial,0.0,1650,upi,2,363,1.5,1.5,inactive,50.4,5,20.5,0,0,0.0,5,true,false,false,mid_android,53.0,fast_4g,true,entertainment,172.0,false,found_alternative
413,middle_aged,male,basic,132.0,1592,upi,0,330,76.4,13.9,stable,48.1,3,8.9,3,36,0.0,0,false,false,true,iphone,38.0,ultra_5g,true,entertainment,117.0,true,bad_experience
414,adult,male,standard,457.0,1118,credit_card,0,344,13.1,2.3,declining,22.3,1,7.2,4,0,3.0,0,false,false,true,budget_android,0.0,fast_4g,true,productivity,82.0,false,price_sensitive
415,young_adult,male,student,106.0,994,debit_card,0,32,6.3,2.1,declining,28.2,0,0.0,0,0,3.4,0,false,true,true,flagship_android,1.0,broadband,true,mixed,10.0,false,found_alternative
416,teen,female,basic,152.0,703,credit_card,2,284,28.5,2.3,increasing,61.3,0,0.0,0,1,0.0,5,false,false,true,budget_android,50.0,broadband,false,education,171.0,true,bad_experience
417,middle_aged,female,free_trial,0.0,1788,debit_card,0,174,11.8,0.8,stable,28.1,0,0.0,0,46,0.0,5,false,false,false,mid_android,3.0,fast_4g,true,education,168.0,true,lost_interest
418,middle_aged,male,student,103.0,1007,wallet,9,175,32.2,,stable,72.2,5,,1,42,4.8,2,false,false,true,iphone,3.0,ultra_5g,true,news,290.0,true,price_sensitive
419,adult,female,basic,166.0,995,upi,0,271,19.4,4.2,declining,3.7,3,71.8,1,0,2.8,3,false,true,false,flagship_android,28.0,fast_4g,true,social,311.0,true,bad_experience
420,middle_aged,non_binary,standard,335.0,1699,upi,4,36,5.3,1.1,declining,60.0,2,64.3,3,49,1.3,0,false,false,true,iphone,16.0,fast_4g,false,mixed,,false,found_alternative
421,adult,male,student,52.0,1753,wallet,4,236,69.7,11.4,inactive,34.6,11,76.8,1,7,0.0,0,false,false,false,iphone,45.0,broadband,true,education,213.0,true,price_sensitive
422,adult,male,premium,895.0,1027,debit_card,2,73,25.6,2.0,stable,63.9,2,,0,40,4.2,0,false,false,false,ipad,45.0,fast_4g,true,social,76.0,true,price_sensitive
423,young_adult,non_binary,basic,122.0,864,upi,4,328,58.5,1.7,inactive,28.2,3,65.6,0,46,1.4,1,false,false,true,budget_android,,broadband,true,social,112.0,true,price_sensitive
424,young_adult,female,standard,232.0,1581,upi,5,125,9.4,1.2,declining,70.8,2,37.1,0,12,0.0,0,false,false,false,budget_android,31.0,fast_4g,false,productivity,77.0,false,price_sensitive
425,young_adult,male,standard,435.0,909,upi,11,259,8.5,,stable,22.3,0,0.0,0,0,0.0,5,false,true,false,iphone,56.0,fast_4g,false,social,,false,price_sensitive
426,young_adult,male,free_trial,0.0,1162,debit_card,0,191,,1.6,declining,53.7,7,76.2,0,13,3.5,0,true,true,true,mid_android,45.0,fast_4g,true,entertainment,84.0,true,bad_experience
427,senior,male,student,50.0,529,net_banking,0,357,23.8,,declining,74.2,0,,0,28,3.1,5,false,false,false,mid_android,37.0,fast_4g,true,fitness,153.0,true,found_alternative
428,adult,female,free_trial,0.0,740,upi,0,321,28.5,1.8,stable,54.1,3,2.4,5,25,0.0,1,false,false,true,iphone,55.0,slow_2g,true,entertainment,234.0,true,bad_experience
429,senior,female,student,131.0,1747,credit_card,4,275,22.3,6.3,increasing,52.1,20,95.8,0,13,4.6,1,false,true,false,iphone,15.0,broadband,true,entertainment,9.0,false,lost_interest
430,young_adult,non_binary,premium,812.0,1716,upi,0,12,11.7,4.2,declining,47.9,11,7.0,0,6,3.2,1,false,false,false,mid_android,27.0,broadband,true,news,290.0,true,bad_experience
431,young_adult,female,basic,141.0,722,upi,9,189,5.1,7.0,declining,40.9,7,54.6,2,18,1.6,0,false,false,false,mid_android,27.0,broadband,false,mixed,,true,bad_experience
432,young_adult,undisclosed,standard,227.0,636,upi,5,246,74.1,0.9,stable,41.0,8,73.0,0,40,0.0,1,true,true,true,desktop,42.0,ultra_5g,false,productivity,,false,price_sensitive
433,young_adult,male,free_trial,0.0,31,upi,2,311,19.0,13.5,stable,22.3,0,0.0,0,21,4.5,1,false,false,false,iphone,21.0,slow_2g,false,entertainment,206.0,true,price_sensitive
434,adult,male,basic,150.0,61,wallet,8,92,4.7,1.2,declining,5.5,2,114.4,3,19,3.9,4,true,false,true,flagship_android,20.0,fast_4g,false,productivity,,false,bad_experience
435,adult,male,student,57.0,1155,upi,0,242,1.6,,inactive,54.6,1,68.7,0,45,0.0,0,false,false,false,ipad,29.0,broadband,false,social,,false,lost_interest
436,teen,female,student,108.0,1101,upi,0,224,1.1,9.0,inactive,8.6,5,11.5,0,40,3.0,0,true,false,false,multi_device,26.0,ultra_5g,true,education,284.0,false,lost_interest
437,adult,female,premium,690.0,1608,upi,2,300,18.2,4.9,stable,37.0,0,0.0,0,15,1.0,0,false,false,false,multi_device,17.0,broadband,true,productivity,291.0,true,price_sensitive
438,young_adult,male,premium,749.0,1225,upi,9,230,10.5,9.3,declining,25.6,1,50.9,0,18,0.0,1,false,false,false,mid_android,40.0,moderate_3g,false,fitness,66.0,true,price_sensitive
439,young_adult,female,basic,156.0,142,debit_card,4,256,4.1,0.7,declining,49.4,9,,0,28,1.4,0,true,false,false,multi_device,27.0,moderate_3g,true,entertainment,,false,lost_interest
440,middle_aged,male,standard,250.0,819,net_banking,4,15,1.7,3.4,increasing,42.7,6,3.7,0,40,4.0,0,false,false,false,mid_android,48.0,ultra_5g,true,social,310.0,true,price_sensitive
441,young_adult,female,standard,261.0,501,net_banking,0,235,45.4,3.3,declining,60.1,0,0.0,0,45,4.5,1,false,false,false,multi_device,5.0,fast_4g,true,productivity,325.0,true,found_alternative
442,adult,undisclosed,free_trial,0.0,577,upi,1,175,6.4,7.8,increasing,100.0,0,0.0,0,38,1.3,16,false,false,false,desktop,52.0,fast_4g,true,productivity,135.0,true,found_alternative
443,adult,non_binary,basic,167.0,308,credit_card,1,313,17.1,5.2,inactive,62.3,1,88.1,0,41,0.0,0,false,false,true,iphone,15.0,broadband,true,mixed,255.0,true,lost_interest
444,adult,male,free_trial,0.0,1297,net_banking,0,279,6.7,3.5,inactive,26.2,4,27.3,0,6,0.0,8,false,false,false,iphone,38.0,fast_4g,true,productivity,337.0,true,found_alternative
445,adult,female,premium,738.0,1429,upi,3,265,33.4,7.2,inactive,31.1,3,66.2,5,0,1.2,17,true,true,true,flagship_android,35.0,moderate_3g,true,productivity,136.0,false,found_alternative
446,teen,male,standard,258.0,452,wallet,2,335,50.7,,declining,,4,17.8,9,39,4.7,6,false,false,false,iphone,32.0,fast_4g,true,mixed,191.0,true,bad_experience
447,middle_aged,male,premium,897.0,593,wallet,4,8,25.4,2.2,declining,35.1,0,0.0,0,7,2.4,0,false,false,false,ipad,51.0,ultra_5g,true,fitness,295.0,true,price_sensitive
448,middle_aged,non_binary,basic,118.0,302,wallet,7,254,13.0,,inactive,71.3,0,0.0,0,0,2.1,4,false,false,false,budget_android,6.0,moderate_3g,true,social,34.0,true,lost_interest
449,middle_aged,female,basic,178.0,1035,wallet,4,26,56.0,4.1,stable,35.7,1,34.4,2,49,0.0,5,true,false,true,desktop,53.0,ultra_5g,false,mixed,268.0,false,lost_interest
450,senior,female,student,117.0,290,wallet,0,133,46.4,8.4,declining,23.8,1,29.4,0,22,4.9,1,false,false,true,desktop,47.0,slow_2g,false,productivity,206.0,true,price_sensitive
451,senior,male,student,142.0,1343,upi,7,282,56.6,,declining,42.8,4,84.9,9,9,1.6,0,true,false,true,budget_android,28.0,fast_4g,true,mixed,79.0,false,bad_experience
452,senior,non_binary,free_trial,0.0,873,debit_card,2,79,6.4,0.0,stable,23.3,4,1.8,6,0,0.0,0,false,false,false,mid_android,58.0,fast_4g,false,mixed,240.0,true,lost_interest
453,middle_aged,male,premium,643.0,1511,net_banking,0,305,26.6,11.8,declining,0.0,0,0.0,0,1,0.0,2,false,true,false,desktop,7.0,fast_4g,false,mixed,190.0,false,found_alternative
454,middle_aged,male,standard,495.0,954,upi,7,35,1.8,6.5,declining,34.7,2,75.2,0,5,4.1,6,false,false,false,budget_android,33.0,slow_2g,false,entertainment,,true,price_sensitive
455,teen,male,basic,133.0,948,wallet,0,197,1.9,0.9,stable,63.5,17,34.3,0,40,3.9,2,true,false,false,iphone,16.0,ultra_5g,true,fitness,345.0,true,found_alternative
456,middle_aged,male,basic,141.0,1616,credit_card,5,54,13.6,0.3,declining,53.6,2,21.1,0,4,3.4,3,false,true,true,budget_android,17.0,fast_4g,false,entertainment,189.0,false,price_sensitive
457,adult,female,student,93.0,971,credit_card,6,101,26.0,10.5,inactive,47.8,1,32.4,2,7,2.4,1,false,false,false,mid_android,4.0,broadband,false,social,298.0,false,lost_interest
458,senior,male,free_trial,0.0,729,upi,2,156,7.1,1.0,inactive,49.1,0,0.0,0,19,,0,false,false,true,budget_android,53.0,ultra_5g,true,news,323.0,true,lost_interest
459,adult,male,standard,327.0,143,upi,2,234,,1.5,declining,92.1,13,109.5,1,49,3.6,3,false,true,false,iphone,34.0,fast_4g,false,education,63.0,true,price_sensitive
460,young_adult,male,student,67.0,651,upi,2,160,7.3,3.3,inactive,39.0,8,289.5,3,37,3.8,6,false,false,false,multi_device,59.0,ultra_5g,false,entertainment,188.0,true,price_sensitive
461,middle_aged,male,student,100.0,1733,upi,5,133,21.6,7.6,declining,19.0,1,25.1,3,0,1.4,1,false,false,true,multi_device,32.0,broadband,true,entertainment,119.0,false,price_sensitive
462,senior,female,free_trial,0.0,276,wallet,0,345,24.7,0.6,declining,84.2,2,29.8,2,28,0.0,1,false,true,true,desktop,34.0,fast_4g,false,entertainment,,true,found_alternative
463,young_adult,female,basic,153.0,51,credit_card,0,177,21.3,0.3,declining,86.5,4,75.7,6,17,4.2,0,false,true,true,iphone,2.0,fast_4g,false,mixed,,true,found_alternative
464,middle_aged,female,free_trial,0.0,861,debit_card,5,91,23.0,0.1,inactive,20.1,1,9.5,0,1,,9,false,false,false,multi_device,34.0,broadband,true,news,314.0,false,lost_interest
465,adult,male,basic,107.0,278,debit_card,0,350,4.9,1.0,declining,42.0,5,145.7,2,1,4.4,2,false,true,true,flagship_android,33.0,fast_4g,true,entertainment,96.0,true,found_alternative
466,teen,female,free_trial,0.0,125,wallet,0,206,55.1,2.3,stable,12.9,0,0.0,0,12,0.0,1,true,false,false,ipad,41.0,broadband,true,fitness,315.0,false,lost_interest
467,adult,non_binary,student,60.0,823,upi,8,125,0.2,25.7,declining,32.5,0,0.0,0,0,,8,false,true,false,mid_android,,broadband,true,social,83.0,true,price_sensitive
468,adult,male,standard,368.0,495,debit_card,1,139,19.9,5.2,increasing,14.4,3,58.3,9,49,0.0,0,false,false,true,iphone,,slow_2g,false,education,57.0,false,lost_interest
469,adult,non_binary,standard,297.0,1471,net_banking,1,336,0.9,5.9,inactive,44.3,2,6.5,0,42,3.7,6,false,true,true,mid_android,5.0,moderate_3g,false,news,106.0,false,price_sensitive
470,adult,male,basic,109.0,1549,wallet,1,201,32.7,3.3,stable,22.0,2,46.4,0,0,0.0,0,false,false,false,mid_android,52.0,broadband,true,education,60.0,true,found_alternative
471,adult,non_binary,premium,697.0,212,upi,0,253,27.9,1.2,declining,28.8,8,44.8,0,38,0.0,2,true,true,false,mid_android,47.0,moderate_3g,false,mixed,119.0,true,bad_experience
472,middle_aged,male,free_trial,0.0,1103,net_banking,5,361,26.4,2.3,declining,25.1,3,8.2,0,29,2.7,3,false,true,false,mid_android,51.0,broadband,false,productivity,320.0,true,price_sensitive
473,adult,non_binary,free_trial,0.0,1812,upi,4,40,10.1,0.9,stable,,16,21.4,8,2,2.1,4,true,false,false,mid_android,40.0,fast_4g,true,social,36.0,false,found_alternative
474,adult,female,standard,489.0,783,wallet,3,83,64.1,2.8,stable,0.0,0,0.0,0,6,0.0,0,true,false,true,mid_android,56.0,fast_4g,true,mixed,294.0,false,lost_interest
475,young_adult,male,basic,106.0,193,debit_card,0,207,9.0,8.1,stable,10.6,3,93.3,0,2,0.0,9,true,true,true,flagship_android,46.0,broadband,true,news,162.0,false,lost_interest
476,teen,female,premium,571.0,1169,debit_card,0,193,,9.5,inactive,37.4,1,,0,35,2.7,4,false,false,false,budget_android,2.0,fast_4g,true,entertainment,,true,bad_experience
477,middle_aged,female,basic,142.0,1138,debit_card,1,264,14.3,4.5,inactive,26.3,1,64.6,0,0,2.1,13,false,true,false,desktop,35.0,fast_4g,false,mixed,215.0,true,lost_interest
478,adult,undisclosed,premium,807.0,1753,wallet,0,176,9.7,0.1,declining,58.8,16,35.4,2,50,4.1,7,false,false,false,multi_device,31.0,moderate_3g,false,news,361.0,true,lost_interest
479,adult,male,standard,415.0,446,net_banking,1,297,10.5,6.0,inactive,6.4,1,,1,12,3.8,0,true,false,false,iphone,1.0,fast_4g,true,productivity,200.0,false,lost_interest
480,middle_aged,male,standard,234.0,759,debit_card,6,130,2.1,9.6,inactive,32.4,2,40.6,0,0,1.4,0,false,true,false,flagship_android,7.0,broadband,true,mixed,237.0,true,price_sensitive
481,young_adult,female,free_trial,0.0,444,upi,4,218,34.1,3.0,declining,35.4,2,8.9,6,0,0.0,1,false,false,true,flagship_android,44.0,fast_4g,false,entertainment,148.0,false,lost_interest
482,senior,non_binary,basic,151.0,1129,upi,0,277,1.2,10.4,inactive,31.9,1,6.8,0,35,1.3,18,true,false,true,iphone,17.0,ultra_5g,true,entertainment,316.0,false,lost_interest
483,young_adult,female,basic,104.0,876,upi,6,109,9.2,1.4,inactive,46.7,1,44.8,5,1,1.5,0,true,false,true,budget_android,50.0,fast_4g,true,productivity,181.0,true,price_sensitive
484,middle_aged,undisclosed,free_trial,0.0,1442,upi,0,183,22.4,4.2,declining,12.4,0,0.0,0,43,0.0,3,false,false,true,budget_android,55.0,moderate_3g,true,education,77.0,false,lost_interest
485,middle_aged,male,premium,721.0,1585,wallet,1,315,2.8,1.7,declining,,0,0.0,0,12,0.0,0,false,false,true,iphone,,moderate_3g,true,entertainment,199.0,false,price_sensitive
486,adult,female,standard,437.0,1133,credit_card,0,233,5.8,3.6,declining,69.4,1,33.9,0,21,2.2,2,false,false,false,mid_android,34.0,ultra_5g,false,entertainment,106.0,false,found_alternative
487,adult,male,premium,638.0,1787,upi,2,231,0.8,0.1,declining,58.5,0,0.0,0,33,3.5,0,false,true,false,mid_android,43.0,broadband,true,entertainment,358.0,false,found_alternative
488,adult,undisclosed,student,71.0,12,upi,0,254,5.1,20.1,inactive,60.6,0,0.0,0,7,4.3,9,false,false,true,ipad,43.0,moderate_3g,false,education,294.0,false,lost_interest
489,adult,male,premium,779.0,1392,net_banking,3,162,92.7,6.5,inactive,61.4,1,64.6,0,6,1.6,11,false,true,true,budget_android,55.0,broadband,true,entertainment,94.0,false,price_sensitive
490,teen,female,student,93.0,457,upi,2,248,0.3,9.2,declining,20.9,2,74.8,0,0,0.0,5,false,false,false,mid_android,48.0,broadband,true,productivity,,true,found_alternative
491,adult,female,standard,292.0,568,wallet,6,13,61.4,19.7,declining,34.0,3,74.9,6,10,2.7,18,false,false,true,mid_android,40.0,broadband,true,entertainment,,false,price_sensitive
492,middle_aged,male,standard,368.0,1529,upi,0,355,0.9,4.1,inactive,42.4,4,94.7,2,21,2.3,3,false,false,false,budget_android,60.0,slow_2g,false,entertainment,193.0,false,price_sensitive
493,adult,female,basic,113.0,823,credit_card,0,285,11.5,2.7,inactive,41.9,0,0.0,0,38,2.6,1,false,false,false,multi_device,9.0,slow_2g,true,entertainment,193.0,false,lost_interest
494,adult,male,student,77.0,1244,wallet,1,183,34.2,0.1,stable,54.4,2,69.7,1,5,3.3,1,false,true,true,mid_android,51.0,ultra_5g,false,productivity,214.0,true,lost_interest
495,young_adult,male,free_trial,0.0,995,upi,1,84,32.6,0.3,inactive,31.4,1,80.6,0,13,0.0,0,true,false,true,multi_device,0.0,fast_4g,true,fitness,94.0,false,found_alternative
496,adult,male,student,139.0,1619,wallet,0,288,25.4,2.0,declining,7.2,0,0.0,0,10,2.7,5,true,false,false,multi_device,,slow_2g,true,education,,false,lost_interest
497,young_adult,female,standard,429.0,987,net_banking,0,234,44.1,2.8,declining,,2,36.5,0,2,4.4,1,false,false,false,iphone,18.0,fast_4g,false,fitness,312.0,true,lost_interest
498,middle_aged,non_binary,free_trial,0.0,1297,net_banking,2,266,3.2,2.7,declining,74.7,4,43.6,0,0,1.6,2,false,true,true,mid_android,58.0,slow_2g,false,entertainment,46.0,true,found_alternative
499,adult,non_binary,standard,415.0,955,credit_card,3,39,0.4,0.5,increasing,0.0,6,43.0,2,0,0.0,0,true,false,false,budget_android,,ultra_5g,false,productivity,3.0,true,price_sensitive
500,young_adult,male,standard,223.0,1688,debit_card,0,211,7.2,7.2,stable,65.4,0,0.0,0,34,0.0,12,false,false,false,mid_android,3.0,broadband,false,productivity,59.0,true,found_alternative
501,young_adult,female,student,134.0,1788,debit_card,11,299,85.4,1.6,stable,75.0,4,62.4,6,17,3.7,2,true,false,true,desktop,7.0,slow_2g,true,entertainment,0.0,false,found_alternative
502,young_adult,female,premium,629.0,363,wallet,0,62,8.8,17.2,inactive,57.0,0,0.0,0,0,1.1,9,true,true,false,desktop,,fast_4g,false,mixed,196.0,false,found_alternative
503,young_adult,male,student,63.0,40,upi,0,28,95.4,4.9,inactive,33.8,0,0.0,0,34,0.0,5,false,false,true,mid_android,26.0,broadband,true,productivity,90.0,true,found_alternative
504,young_adult,male,free_trial,0.0,1492,wallet,2,285,92.9,5.9,stable,69.0,0,0.0,0,9,0.0,1,true,true,false,flagship_android,25.0,fast_4g,true,mixed,114.0,true,price_sensitive
505,adult,male,free_trial,0.0,240,net_banking,2,327,3.7,4.3,declining,33.6,17,27.4,1,0,2.6,3,true,false,false,desktop,37.0,broadband,true,social,360.0,true,found_alternative
506,middle_aged,male,standard,288.0,119,upi,2,357,70.0,0.2,declining,44.3,14,69.5,0,0,2.1,0,true,true,false,mid_android,1.0,moderate_3g,true,education,228.0,false,found_alternative
507,middle_aged,male,premium,632.0,818,upi,0,70,24.8,3.3,declining,48.7,8,,3,21,4.4,6,true,false,false,desktop,34.0,broadband,false,entertainment,35.0,true,found_alternative
508,teen,female,basic,147.0,55,debit_card,0,201,14.1,4.8,inactive,45.5,4,0.6,0,19,2.2,3,false,false,true,iphone,55.0,ultra_5g,true,social,267.0,false,lost_interest
509,young_adult,male,basic,133.0,700,upi,0,41,,3.5,inactive,36.6,3,52.1,7,47,4.7,4,true,false,true,mid_android,60.0,fast_4g,true,mixed,237.0,true,bad_experience
510,adult,female,premium,657.0,493,debit_card,0,8,21.8,9.2,stable,69.9,5,,0,0,3.4,0,true,false,false,flagship_android,46.0,fast_4g,false,entertainment,129.0,true,found_alternative
511,middle_aged,male,basic,115.0,310,upi,3,351,27.8,0.4,declining,37.6,4,20.5,1,44,4.2,1,false,false,true,flagship_android,26.0,fast_4g,true,news,207.0,true,found_alternative
512,senior,female,standard,340.0,650,debit_card,1,46,15.0,18.7,inactive,65.5,0,0.0,0,3,4.1,1,false,false,false,flagship_android,0.0,broadband,false,mixed,144.0,true,price_sensitive
513,adult,undisclosed,basic,117.0,424,credit_card,5,49,,0.8,inactive,38.9,1,12.2,0,0,0.0,19,true,false,false,budget_android,24.0,fast_4g,true,news,,false,found_alternative
514,adult,female,basic,137.0,1472,upi,0,73,20.3,6.5,declining,53.0,0,0.0,0,32,1.2,5,false,false,false,mid_android,6.0,fast_4g,true,mixed,197.0,true,found_alternative
515,middle_aged,female,student,85.0,711,wallet,1,49,21.8,9.2,declining,78.3,0,0.0,0,13,2.7,5,false,false,false,mid_android,,broadband,true,productivity,84.0,true,found_alternative
516,young_adult,female,premium,542.0,569,net_banking,0,61,14.3,1.7,increasing,57.0,10,59.1,0,48,4.0,0,false,true,true,flagship_android,60.0,ultra_5g,true,entertainment,314.0,true,price_sensitive
517,middle_aged,female,premium,850.0,1538,net_banking,0,178,5.2,1.3,declining,60.5,8,34.6,5,30,0.0,3,true,false,false,desktop,7.0,broadband,false,entertainment,214.0,true,bad_experience
518,young_adult,female,basic,194.0,1139,upi,0,278,20.8,5.2,declining,86.5,0,0.0,0,5,2.4,0,false,false,false,mid_android,3.0,broadband,true,news,17.0,false,found_alternative
519,middle_aged,male,standard,382.0,1489,upi,1,290,29.7,3.4,inactive,33.1,0,0.0,0,0,,0,false,false,true,desktop,44.0,broadband,false,mixed,,true,lost_interest
520,young_adult,female,premium,571.0,414,debit_card,0,47,32.3,0.3,inactive,49.8,1,152.5,0,2,4.4,0,false,false,true,multi_device,54.0,broadband,false,entertainment,172.0,false,lost_interest
